title,location,text,fraudulent,source
Call Centre Agent,"Pretoria, South Africa","Call centre agents - Pretoria CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 1 year contact centre experience advantageous. R9500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Call Centre Agents needed urgently,"Gqeberha, South Africa","URGENT HIRING!!! Call Centre Agents needed in Gqeberha. Earn R75,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 086 710 2040. Registration fee of R400 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 9 positions left! 100% guaranteed income.",1,synthetic_sa
Drivers wanted - company vehicles,"Vereeniging, South Africa","Drivers with code 8 or 10 needed in Vereeniging. Salary R25,000 plus overtime, company vehicle to take home. To book your assessment slot pay R100 via Standard Bank and WhatsApp your licence copy, ID and banking confirmation to 062 905 4362. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Administrative Assistant,"Midrand, South Africa","Administrative assistant - Midrand. Requirements: matric with 5 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on Pastel and general office support. Salary R16,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Sales Representative,"Soweto, South Africa","Sales Representative - industrial supplies, Soweto. Matric plus 3 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R14,000 - R25,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Sales Representative,"Rustenburg, South Africa","Sales Representative - office automation, Rustenburg. Matric plus 4 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R16,000 - R25,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Sales Representative,"Vereeniging, South Africa","Sales Representative - office automation, Vereeniging. Matric plus 2 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R18,000 - R22,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Drivers wanted - company vehicles,"Polokwane, South Africa","Drivers with code 8 or 10 needed in Polokwane. Salary R50,000 plus overtime, company vehicle to take home. To book your assessment slot pay R100 via Nedbank and WhatsApp your licence copy, ID and banking confirmation to 088 408 8504. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Graduate Programme,"Sandton, South Africa",Graduate Programme 2026 - national retailer. Honours degree in Statistics or related field with strong academic record. Structured 12-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 27 August.,0,synthetic_sa
Models and promoters wanted,"Randburg, South Africa","Modelling agency in Randburg is recruiting new faces. No experience needed, earn up to R750 per shoot. Send full-length photos, your ID number and home address on WhatsApp 080 542 6280. A once-off portfolio fee of R1100 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Accountant,"Pretoria, South Africa","Cost Accountant - Pretoria. Established retail head office seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Pastel skills, valid driver's licence. Salary R28,000 - R40,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 15 September. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Work from home opportunity,"Polokwane, South Africa","Earn R900 per day capturing data at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R750 joining fee via Capitec and WhatsApp your full names, ID number and address to our agent on 070 979 8711. Payment is released every Friday, guaranteed. First 24 applicants only.",1,synthetic_sa
Eskom is hiring - apply now,"George, South Africa","Eskom is hiring drivers nationwide. Salary R60,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R550 admin fee into our TymeBank account and WhatsApp proof of payment with your ID number to 073 903 8749. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Drivers wanted - company vehicles,"Vereeniging, South Africa","Drivers with code 8 or 10 needed in Vereeniging. Salary R60,000 plus overtime, company vehicle to take home. To book your assessment slot pay R550 via TymeBank and WhatsApp your licence copy, ID and banking confirmation to 085 490 9692. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Registered Nurse,"Pietermaritzburg, South Africa","Registered Nurse - private hospital group, Pietermaritzburg. SANC registration and 5 years theatre experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 18 September. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Work from home opportunity,"Durban, South Africa","Earn R1,500 per day packing groceries at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R550 joining fee via TymeBank and WhatsApp your full names, ID number and address to our agent on 061 650 4492. Payment is released every Friday, guaranteed. First 42 applicants only.",1,synthetic_sa
Mechanical Engineer,"Johannesburg, South Africa","Mechanical Engineer - consulting firm, Johannesburg. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 7 years experience in roads and stormwater. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our Johannesburg offices.",0,synthetic_sa
Mine workers wanted,"Rustenburg, South Africa","Mine workers needed urgently in Rustenburg. No experience needed, training provided. R60,000 monthly guaranteed plus living allowance. Pay R300 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 064 443 6238. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Cashiers and shelf packers,"Centurion, South Africa","A National Clothing Store is hiring cashiers and shelf packers in Centurion. R12,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 071 514 1341. A uniform deposit of R350 is payable before training. Immediate start guaranteed for the first 10 applicants.",1,synthetic_sa
Drivers wanted - company vehicles,"Rustenburg, South Africa","Drivers with code 8 or 10 needed in Rustenburg. Salary R75,000 plus overtime, company vehicle to take home. To book your assessment slot pay R200 via TymeBank and WhatsApp your licence copy, ID and banking confirmation to 064 979 3370. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Afrikaans Teacher,"Bloemfontein, South Africa","High school Afrikaans teacher - Bloemfontein. B.Ed or PGCE with SACE registration required, FET phase experience preferred. Salary per school governing body scale plus benefits. Send your CV, SACE certificate, academic record and two references to the principal via the school website. Closing date 14 August. Interviews will be held at the school premises. Late applications will not be considered.",0,synthetic_sa
Mechanical Engineer,"Welkom, South Africa","Mechanical Engineer - consulting firm, Welkom. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 4 years experience in power distribution. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our Welkom offices.",0,synthetic_sa
Cashiers and shelf packers,"Durban, South Africa","A Major Retail Chain is hiring cashiers and shelf packers in Durban. R8,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 088 298 6724. A uniform deposit of R350 is payable before training. Immediate start guaranteed for the first 9 applicants.",1,synthetic_sa
Graduate Programme,"Sandton, South Africa",Graduate Programme 2026 - national bank. Honours degree in Computer Science or related field with strong academic record. Structured 24-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 19 August.,0,synthetic_sa
Jobs in Canada - visa arranged,"Midrand, South Africa","Workers needed in Canada. Hotel staff, drivers, cleaners and farm workers. Earn up to R60,000 per month tax free. Visa and flight arranged by our agency. Pay R1350 processing fee and send your passport copy, ID and bank details to WhatsApp 076 933 1601. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Graduate Programme,"Sandton, South Africa",Graduate Programme 2027 - national insurer. Honours degree in Supply Chain or related field with strong academic record. Structured 24-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 25 September.,0,synthetic_sa
Earn while you learn - agents wanted,"Durban, South Africa","Financial agents wanted in Durban. Earn commission of R2,500 per day recruiting new members. Invest R200 once-off to activate your agent account and start earning immediately. Your money doubles every 7 days, guaranteed. Send your ID number, cellphone number and FNB eWallet account details on WhatsApp 060 736 3496 to join our winning team.",1,synthetic_sa
Paid learnership - no matric needed,"Pretoria, South Africa","Learnership opportunity in Pretoria paying R3500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R300 registration to our Absa account. WhatsApp your name, ID number and proof of payment to 069 473 3153. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Rand Water is hiring - apply now,"Rustenburg, South Africa","Rand Water is hiring packers nationwide. Salary R35,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R400 admin fee into our FNB eWallet account and WhatsApp proof of payment with your ID number to 084 568 6180. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Software Developer,"Johannesburg, South Africa","Software Developer - Senior. Our Johannesburg-based logistics company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 4 years commercial experience; proficiency in Node.js or Kotlin; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R45,000 - R60,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Administrative Assistant,"Bloemfontein, South Africa","Administrative assistant - Bloemfontein. Requirements: matric with 4 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on Pastel and general office support. Salary R12,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Mine workers wanted,"Steelpoort, South Africa","Mine workers needed urgently in Steelpoort. No experience needed, training provided. R30,000 monthly guaranteed plus living allowance. Pay R150 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 076 438 9890. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Sales Representative,"Bloemfontein, South Africa","Sales Representative - industrial supplies, Bloemfontein. Matric plus 3 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R18,000 - R25,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Models and promoters wanted,"Soweto, South Africa","Modelling agency in Soweto is recruiting new faces. No experience needed, earn up to R750 per shoot. Send full-length photos, your ID number and home address on WhatsApp 080 255 3444. A once-off portfolio fee of R1100 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Cleaners needed urgently,"Centurion, South Africa","URGENT HIRING!!! Cleaners needed in Centurion. Earn R35,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 075 266 7065. Registration fee of R350 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 6 positions left! 100% guaranteed income.",1,synthetic_sa
Drivers wanted - company vehicles,"Midrand, South Africa","Drivers with code 8 or 10 needed in Midrand. Salary R25,000 plus overtime, company vehicle to take home. To book your assessment slot pay R200 via Capitec and WhatsApp your licence copy, ID and banking confirmation to 064 604 2902. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Earn while you learn - agents wanted,"Soweto, South Africa","Financial agents wanted in Soweto. Earn commission of R1,500 per day recruiting new members. Invest R800 once-off to activate your agent account and start earning immediately. Your money doubles every 30 days, guaranteed. Send your ID number, cellphone number and TymeBank account details on WhatsApp 075 972 5022 to join our winning team.",1,synthetic_sa
Petrol Attendants needed urgently,"Randburg, South Africa","URGENT HIRING!!! Petrol Attendants needed in Randburg. Earn R50,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 078 981 1188. Registration fee of R650 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 14 positions left! 100% guaranteed income.",1,synthetic_sa
Call Centre Agent,"Cape Town, South Africa","Call centre agents - Cape Town CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 1 year contact centre experience advantageous. R7500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Fitter and Turner,"Centurion, South Africa","Fitter and Turner - Centurion. Trade tested with 7 years post-qualification experience in packaging plants. Overtime and standby allowance apply. Remuneration R25,000 - R42,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Afrikaans Teacher,"Gqeberha, South Africa","High school Afrikaans teacher - Gqeberha. B.Ed or PGCE with SACE registration required, FET phase experience preferred. Salary per school governing body scale plus benefits. Send your CV, SACE certificate, academic record and two references to the principal via the school website. Closing date 24 September. Interviews will be held at the school premises. Late applications will not be considered.",0,synthetic_sa
Paid learnership - no matric needed,"Johannesburg, South Africa","Learnership opportunity in Johannesburg paying R3500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R350 registration to our Capitec account. WhatsApp your name, ID number and proof of payment to 075 483 8056. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Civil Engineer,"Randburg, South Africa","Civil Engineer - consulting firm, Randburg. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 7 years experience in process optimisation. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our Randburg offices.",0,synthetic_sa
the Post Office is hiring - apply now,"Durban, South Africa","the Post Office is hiring admin assistants nationwide. Salary R60,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R550 admin fee into our TymeBank account and WhatsApp proof of payment with your ID number to 085 367 4346. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
PRASA is hiring - apply now,"Pietermaritzburg, South Africa","PRASA is hiring petrol attendants nationwide. Salary R45,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R250 admin fee into our TymeBank account and WhatsApp proof of payment with your ID number to 083 830 6107. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Jobs in Dubai - visa arranged,"Randburg, South Africa","Workers needed in Dubai. Hotel staff, drivers, cleaners and farm workers. Earn up to R25,000 per month tax free. Visa and flight arranged by our agency. Pay R1500 processing fee and send your passport copy, ID and bank details to WhatsApp 070 839 3361. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Registered Nurse,"Randburg, South Africa","Registered Nurse - private hospital group, Randburg. SANC registration and 5 years trauma experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 15 September. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Boilermaker,"Pietermaritzburg, South Africa","Boilermaker - Pietermaritzburg. Trade tested with 6 years post-qualification experience in packaging plants. Overtime and standby allowance apply. Remuneration R28,000 - R48,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Civil Engineer,"George, South Africa","Civil Engineer - consulting firm, George. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 3 years experience in process optimisation. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our George offices.",0,synthetic_sa
Models and promoters wanted,"Vereeniging, South Africa","Modelling agency in Vereeniging is recruiting new faces. No experience needed, earn up to R2,000 per shoot. Send full-length photos, your ID number and home address on WhatsApp 068 489 8381. A once-off portfolio fee of R900 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Models and promoters wanted,"Kimberley, South Africa","Modelling agency in Kimberley is recruiting new faces. No experience needed, earn up to R2,500 per shoot. Send full-length photos, your ID number and home address on WhatsApp 074 612 9847. A once-off portfolio fee of R900 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Transnet is hiring - apply now,"Sandton, South Africa","Transnet is hiring cashiers nationwide. Salary R30,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R100 admin fee into our FNB eWallet account and WhatsApp proof of payment with your ID number to 081 187 8962. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Life Sciences Teacher,"Bloemfontein, South Africa","High school Life Sciences teacher - Bloemfontein. B.Ed or PGCE with SACE registration required, FET phase experience preferred. Salary per school governing body scale plus benefits. Send your CV, SACE certificate, academic record and two references to the principal via the school website. Closing date 25 August. Interviews will be held at the school premises. Late applications will not be considered.",0,synthetic_sa
Work from home opportunity,"East London, South Africa","Earn R900 per day answering emails at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R650 joining fee via Capitec and WhatsApp your full names, ID number and address to our agent on 078 995 7658. Payment is released every Friday, guaranteed. First 49 applicants only.",1,synthetic_sa
Fitter and Turner,"Welkom, South Africa","Fitter and Turner - Welkom. Trade tested with 8 years post-qualification experience in mining equipment. Overtime and standby allowance apply. Remuneration R25,000 - R42,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
