record_id,source,job_id,title,company,company_url,location,work_from_home,salary,salary_disclosed,employment_type,work_type,job_level,ee_status,posted_raw,posted_date,expires,reference,description,description_length,has_description,url,search_scope,scraped_date,description_source,salary_detail_from_page,desired_skills
CJ-0032,CareerJunction,2642720,Sales Administrator/ Receptionist,Fusion Personnel,https://www.careerjunction.co.za/companies/37564/fusion-personnel,Gauteng,No,"R12,000 - R15,000 per month",Yes,Permanent,,Intermediate,,07 Aug 2026,2026-08-07,in 2 days,JHB006220,"A front-of-house and sales admin role at an established Modderfontein company. Covers processing sales orders/invoices, running reception (greeting visitors, switchboard), handling customer enquiries and complaints, managing sample requests/registers, and general office admin (filing, photocopying, messages). Needs Matric, bilingual with strong telephone etiquette, basic computer literacy (SAP a plus), and own transport; must live near Modderfontein/Edenvale/Kempton Park/Germiston.",486,Yes,https://www.careerjunction.co.za/sales-administrator-receptionist-job-2642720.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0033,CareerJunction,2642721,IT Sales Consultant,Recru-it,https://www.careerjunction.co.za/companies/25448/recru-it,South Africa,No,R Undisclosed,No,Permanent,,Intermediate,,07 Aug 2026,2026-08-07,in 2 days,PE011670,"A regional sales role selling debit-order and point-of-sale payment solutions to businesses. Responsible for hitting sales/gross-profit targets, new business development, onboarding and training new merchants correctly, managing documentation/contracts, and coordinating with technical, admin, billing and account-management teams internally. Needs Matric (a sales/customer-service qualification is a plus), 3–5 years' new-business sales experience, strong cold-calling and negotiation skills, and MS Office literacy.",517,Yes,https://www.careerjunction.co.za/it-sales-consultant-job-2642721.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0034,CareerJunction,2642722,SYSPRO Administrator,Network Contracting Solutions,https://www.careerjunction.co.za/companies/31530/network-contracting-solutions,Ferreiras Dorp,Yes,R Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 2 days,NCM003231,"An ERP specialist role for a manufacturing business, optimizing their SYSPRO environment — managing BOM/MRP workflows, using SQL for reporting and troubleshooting, and supporting upgrades and system enhancements. Needs proven SYSPRO administration/consulting experience in a manufacturing setting, hands-on SQL skills, and strong stakeholder management. SYSPRO 8, systems integration, and advanced SQL/database admin experience are advantageous.",445,Yes,https://www.careerjunction.co.za/syspro-administrator-job-2642722.aspx,All Jobs in All Locations; Work from home; CareerJunction - all jobs; CareerJunction - work from home,2026-08-16,"job page (summarised, URL verified)",,
CJ-0035,CareerJunction,2642723,Project Manager - FMCG (6 month),Recru-it,https://www.careerjunction.co.za/companies/25448/recru-it,South Africa,No,R Undisclosed,No,Contract,,Senior,,07 Aug 2026,2026-08-07,in 2 days,PE011671,"Despite the listing title, this is an IT Project Manager role leading a full IT transition/transformation (systems, infrastructure, M365 environment, domain migrations) for an office, including project planning, budgeting, vendor coordination, risk management, and stabilization post-transition. Needs a Bachelor's in IT/Computer Science/Engineering, a PM certification (PMP, PRINCE2, or Agile/Scrum), and experience with M365 migrations, tenant consolidation, and enterprise IT integration projects.",500,Yes,https://www.careerjunction.co.za/project-manager-fmcg-6-month-job-2642723.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0036,CareerJunction,2642724,Debtors Manager,GAP Recruitment Agency,https://www.careerjunction.co.za/companies/37771/gap-recruitment-agency,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Management,,07 Aug 2026,2026-08-07,in 7 days,DM01,"A senior finance leadership role owning the Accounts Receivable function — leading the collections team, improving cash flow, reducing debtor ageing and bad debt, overseeing debit order/EFT collections, and using ERP and BI tools (Power BI, Tableau, etc.) for reporting. Needs a finance/accounting degree, 8–10 years in AR/credit control (5+ in senior management), strong ERP experience (SAP, Oracle, Sage, Dynamics, or NetSuite), and advanced Excel.",450,Yes,https://www.careerjunction.co.za/debtors-manager-job-2642724.aspx,All Jobs in All Locations; Jobs in kwazulu-natal; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0037,CareerJunction,2642728,Trade Compliance Manager (SSA Region),Fempower Personnel,https://www.careerjunction.co.za/companies/23738/fempower-personnel,Kensington,No,"R100,000 - R120,000 per month",Yes,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 7 days,dc363806-5e01-4,"A specialist trade compliance role for a global industrial manufacturer, covering export control, customs compliance, and trade governance across Sub-Saharan Africa — implementing the Global Trade Program locally, running compliance audits, and localizing global SOPs. Needs a BCom in Supply Chain, Law/LLB, or Accounting, 5+ years' experience (3+ in trade compliance/export controls) at manager/senior specialist level, strong knowledge of SA customs law and DTIC/NRCS regulations, and daily active use of SAP GTS.",515,Yes,https://www.careerjunction.co.za/trade-compliance-manager-ssa-region-job-2642728.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0038,CareerJunction,2642729,Sales Representative,Dynexity,https://www.careerjunction.co.za/companies/35455/dynexity,Primrose,No,"R60,000 per month",Yes,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 2 days,JHB003857,"A pharmaceutical/healthcare sales role for a client company, requiring 8+ years in pharma/healthcare sales, a proven record of hitting sales targets, strong communication skills, a driver's licence, and a degree in business management, pharmacy, or a related field.",265,Yes,https://www.careerjunction.co.za/sales-representative-job-2642729.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0039,CareerJunction,2642730,Business Manager/Business Analyst- Germiston,Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Germiston,No,R Undisclosed,No,Permanent,,Intermediate,,07 Aug 2026,2026-08-07,in 1 day,2607403,"A hybrid role for an industrial consumables company, combining executive-assistant duties for the MD and CFO (calendar/travel management, correspondence, confidential document handling) with business analysis work (performance reporting, data analysis, process optimization, cross-functional project coordination). Needs a Bachelor's in Business Administration/Finance, 3–5 years in business management/analysis or an EA/PA role supporting senior leadership, advanced Excel, and ideally BI tool experience (Qlikview, Power BI) plus ERP familiarity (SAP, SYSPRO).",562,Yes,https://www.careerjunction.co.za/business-manager-business-analyst-germiston-job-2642730.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0040,CareerJunction,2642731,Sales Representative,Dynexity,https://www.careerjunction.co.za/companies/35455/dynexity,Gauteng,No,"R60,000 per month",Yes,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 2 days,JHB003858,"A near-identical pharmaceutical sales posting to #8 above, also from Dynexity, for a Gauteng-based territory rather than Primrose specifically. Same requirements: 8+ years' pharma/healthcare sales experience, strong communication skills, a driver's licence, a relevant degree (pharmacy, business management or similar), and a proven sales-target track record.",359,Yes,https://www.careerjunction.co.za/sales-representative-job-2642731.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0041,CareerJunction,2642732,Finance Consultant,Network Contracting Solutions,https://www.careerjunction.co.za/companies/31530/network-contracting-solutions,Johannesburg North (Johannesburg North),No,"R55,000 - R65,000 per month",Yes,Contract,,Senior,,07 Aug 2026,2026-08-07,in 2 days,NCM003233,"A finance function lead for a manufacturing/FMCG (beverage) company — preparing management accounts, strengthening internal controls, managing budgeting/forecasting/cash flow, ensuring statutory/tax compliance, and liaising with auditors and financial institutions. Needs a BCom in Accounting or Finance, 5+ years' finance experience (ideally in manufacturing/FMCG/beverage), prior supervisory experience, advanced ERP and Excel skills.",436,Yes,https://www.careerjunction.co.za/finance-consultant-job-2642732.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0042,CareerJunction,2642733,Fibre Technician,Network Contracting Solutions,https://www.careerjunction.co.za/companies/31530/network-contracting-solutions,Sea Point,No,R30 - R35 per month,Yes,Contract,,Senior,,07 Aug 2026,2026-08-07,in 2 days,NCM003234,"A hands-on fibre-optic and structured-cabling installation role across client sites in Cape Town — covering FTTH/FTTB/enterprise/backbone fibre installation, fusion splicing, OTDR/power-meter testing, structured cabling (Cat5e/6/6A), fault diagnosis, and installation documentation. Needs a technical diploma (IT, Telecoms, Electronic/Electrical/Computer Systems Engineering), CompTIA Network+ and CCNA certifications, CFOT/CPCT certification (or equivalent), and 3+ years' hands-on fibre technician experience. Immediately available, Cape Town-based.",551,Yes,https://www.careerjunction.co.za/fibre-technician-job-2642733.aspx,All Jobs in All Locations; Jobs in western cape; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0043,CareerJunction,2642735,Chief Investment Officer,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Pretoria CBD,No,Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 7 days,61056,"An executive leadership role for a private credit/alternative investment manager serving the underbanked middle corporate market. Owns investment strategy and portfolio management, investment structuring and risk oversight, investor relations and business development, team leadership/mentorship, and governance/compliance. Needs an Honours degree in Finance, Accounting, Economics or Law, 10+ years in senior investment leadership with significant deal-making experience, and CA(SA)/CFA/FRM/MBA credentials are highly desirable.",529,Yes,https://www.careerjunction.co.za/chief-investment-officer-job-2642735.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
CJ-0044,CareerJunction,2642739,Senior Civil Engineer,Six Sense Consulting,https://www.careerjunction.co.za/companies/30543/six-sense-consulting,Gauteng,No,R Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 7 days,SSC001222,"A senior civil engineering role leading research and implementation projects in smart water & wastewater infrastructure, working with public-sector clients (municipalities, water boards, government) on design, O&M planning, water demand management, and hydraulic modelling. Needs an Honours degree in civil/water engineering, 10+ years' experience in water/wastewater infrastructure design, ECSA professional registration, practical hydraulic modelling skills, and a valid driver's licence. A Master's degree is advantageous.",525,Yes,https://www.careerjunction.co.za/senior-civil-engineer-job-2642739.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,"job page (summarised, URL verified)",,
